episode,step,state,action,reward,next_state,next_action,old_q,bootstrap_q,td_error_delta,active_traces_before_decay,trace_l1_before_decay,trace_l1_after_decay,eligibility_before_decay_json,eligibility_after_decay_json,current_trace_after_decay,lambda
0,11,"[3, 1, 0]",0,-0.5125000000000002,"[2, 1, 0]",1,0.0,-0.49904999999999994,-0.9865975,8,2.6774581168738503,1.7805096477211102,"[{""action"":0,""eligibility"":0.016912836599685874,""state"":[1,1,0]},{""action"":3,""eligibility"":0.025432836992008837,""state"":[1,1,0]},{""action"":1,""eligibility"":0.4422249999999999,""state"":[2,1,0]},{""action"":2,""eligibility"":0.2940796249999999,""state"":[2,1,0]},{""action"":3,""eligibility"":0.03824486765715615,""state"":[2,1,0]},{""action"":0,""eligibility"":0.1955629506249999,""state"":[2,2,0]},{""action"":0,""eligibility"":1.0,""state"":[3,1,0]},{""action"":3,""eligibility"":0.6649999999999999,""state"":[3,1,0]}]","[{""action"":0,""eligibility"":0.011247036338791105,""state"":[1,1,0]},{""action"":3,""eligibility"":0.016912836599685874,""state"":[1,1,0]},{""action"":1,""eligibility"":0.2940796249999999,""state"":[2,1,0]},{""action"":2,""eligibility"":0.1955629506249999,""state"":[2,1,0]},{""action"":3,""eligibility"":0.025432836992008837,""state"":[2,1,0]},{""action"":0,""eligibility"":0.1300493621656249,""state"":[2,2,0]},{""action"":0,""eligibility"":0.6649999999999999,""state"":[3,1,0]},{""action"":3,""eligibility"":0.4422249999999999,""state"":[3,1,0]}]",0.6649999999999999,0.7
0,12,"[2, 1, 0]",1,-0.5249999999999995,"[2, 2, 0]",2,-0.5514057695325,0.0,0.02640576953250051,8,2.486430022721111,1.653475965109538,"[{""action"":0,""eligibility"":0.011247036338791105,""state"":[1,1,0]},{""action"":3,""eligibility"":0.016912836599685874,""state"":[1,1,0]},{""action"":1,""eligibility"":1.0,""state"":[2,1,0]},{""action"":2,""eligibility"":0.1955629506249999,""state"":[2,1,0]},{""action"":3,""eligibility"":0.025432836992008837,""state"":[2,1,0]},{""action"":0,""eligibility"":0.1300493621656249,""state"":[2,2,0]},{""action"":0,""eligibility"":0.6649999999999999,""state"":[3,1,0]},{""action"":3,""eligibility"":0.4422249999999999,""state"":[3,1,0]}]","[{""action"":0,""eligibility"":0.007479279165296083,""state"":[1,1,0]},{""action"":3,""eligibility"":0.011247036338791105,""state"":[1,1,0]},{""action"":1,""eligibility"":0.6649999999999999,""state"":[2,1,0]},{""action"":2,""eligibility"":0.1300493621656249,""state"":[2,1,0]},{""action"":3,""eligibility"":0.016912836599685874,""state"":[2,1,0]},{""action"":0,""eligibility"":0.08648282584014055,""state"":[2,2,0]},{""action"":0,""eligibility"":0.4422249999999999,""state"":[3,1,0]},{""action"":3,""eligibility"":0.2940796249999999,""state"":[3,1,0]}]",0.6649999999999999,0.7
0,13,"[2, 2, 0]",2,-1.0125000000000002,"[2, 1, 0]",0,0.0,0.0,-1.0125000000000002,9,2.6534759651095383,1.764561516797843,"[{""action"":0,""eligibility"":0.007479279165296083,""state"":[1,1,0]},{""action"":3,""eligibility"":0.011247036338791105,""state"":[1,1,0]},{""action"":1,""eligibility"":0.6649999999999999,""state"":[2,1,0]},{""action"":2,""eligibility"":0.1300493621656249,""state"":[2,1,0]},{""action"":3,""eligibility"":0.016912836599685874,""state"":[2,1,0]},{""action"":0,""eligibility"":0.08648282584014055,""state"":[2,2,0]},{""action"":2,""eligibility"":1.0,""state"":[2,2,0]},{""action"":0,""eligibility"":0.4422249999999999,""state"":[3,1,0]},{""action"":3,""eligibility"":0.2940796249999999,""state"":[3,1,0]}]","[{""action"":0,""eligibility"":0.004973720644921895,""state"":[1,1,0]},{""action"":3,""eligibility"":0.007479279165296083,""state"":[1,1,0]},{""action"":1,""eligibility"":0.4422249999999999,""state"":[2,1,0]},{""action"":2,""eligibility"":0.08648282584014055,""state"":[2,1,0]},{""action"":3,""eligibility"":0.011247036338791105,""state"":[2,1,0]},{""action"":0,""eligibility"":0.05751107918369346,""state"":[2,2,0]},{""action"":2,""eligibility"":0.6649999999999999,""state"":[2,2,0]},{""action"":0,""eligibility"":0.2940796249999999,""state"":[3,1,0]},{""action"":3,""eligibility"":0.1955629506249999,""state"":[3,1,0]}]",0.6649999999999999,0.7
0,14,"[2, 1, 0]",0,-0.5249999999999995,"[2, 2, 0]",1,0.0,0.0,-0.5249999999999995,10,2.7645615167978423,1.8384334086705654,"[{""action"":0,""eligibility"":0.004973720644921895,""state"":[1,1,0]},{""action"":3,""eligibility"":0.007479279165296083,""state"":[1,1,0]},{""action"":0,""eligibility"":1.0,""state"":[2,1,0]},{""action"":1,""eligibility"":0.4422249999999999,""state"":[2,1,0]},{""action"":2,""eligibility"":0.08648282584014055,""state"":[2,1,0]},{""action"":3,""eligibility"":0.011247036338791105,""state"":[2,1,0]},{""action"":0,""eligibility"":0.05751107918369346,""state"":[2,2,0]},{""action"":2,""eligibility"":0.6649999999999999,""state"":[2,2,0]},{""action"":0,""eligibility"":0.2940796249999999,""state"":[3,1,0]},{""action"":3,""eligibility"":0.1955629506249999,""state"":[3,1,0]}]","[{""action"":0,""eligibility"":0.0033075242288730594,""state"":[1,1,0]},{""action"":3,""eligibility"":0.004973720644921895,""state"":[1,1,0]},{""action"":0,""eligibility"":0.6649999999999999,""state"":[2,1,0]},{""action"":1,""eligibility"":0.2940796249999999,""state"":[2,1,0]},{""action"":2,""eligibility"":0.05751107918369346,""state"":[2,1,0]},{""action"":3,""eligibility"":0.007479279165296083,""state"":[2,1,0]},{""action"":0,""eligibility"":0.03824486765715615,""state"":[2,2,0]},{""action"":2,""eligibility"":0.4422249999999999,""state"":[2,2,0]},{""action"":0,""eligibility"":0.1955629506249999,""state"":[3,1,0]},{""action"":3,""eligibility"":0.1300493621656249,""state"":[3,1,0]}]",0.6649999999999999,0.7
0,15,"[2, 2, 0]",1,-1.0125000000000002,"[2, 1, 0]",3,0.0,-0.9707661123697687,-1.9347278067512805,11,2.8384334086705647,1.8875582167659255,"[{""action"":0,""eligibility"":0.0033075242288730594,""state"":[1,1,0]},{""action"":3,""eligibility"":0.004973720644921895,""state"":[1,1,0]},{""action"":0,""eligibility"":0.6649999999999999,""state"":[2,1,0]},{""action"":1,""eligibility"":0.2940796249999999,""state"":[2,1,0]},{""action"":2,""eligibility"":0.05751107918369346,""state"":[2,1,0]},{""action"":3,""eligibility"":0.007479279165296083,""state"":[2,1,0]},{""action"":0,""eligibility"":0.03824486765715615,""state"":[2,2,0]},{""action"":1,""eligibility"":1.0,""state"":[2,2,0]},{""action"":2,""eligibility"":0.4422249999999999,""state"":[2,2,0]},{""action"":0,""eligibility"":0.1955629506249999,""state"":[3,1,0]},{""action"":3,""eligibility"":0.1300493621656249,""state"":[3,1,0]}]","[{""action"":0,""eligibility"":0.0021995036122005843,""state"":[1,1,0]},{""action"":3,""eligibility"":0.0033075242288730594,""state"":[1,1,0]},{""action"":0,""eligibility"":0.4422249999999999,""state"":[2,1,0]},{""action"":1,""eligibility"":0.1955629506249999,""state"":[2,1,0]},{""action"":2,""eligibility"":0.03824486765715615,""state"":[2,1,0]},{""action"":3,""eligibility"":0.004973720644921895,""state"":[2,1,0]},{""action"":0,""eligibility"":0.025432836992008837,""state"":[2,2,0]},{""action"":1,""eligibility"":0.6649999999999999,""state"":[2,2,0]},{""action"":2,""eligibility"":0.2940796249999999,""state"":[2,2,0]},{""action"":0,""eligibility"":0.1300493621656249,""state"":[3,1,0]},{""action"":3,""eligibility"":0.08648282584014055,""state"":[3,1,0]}]",0.6649999999999999,0.7
0,16,"[2, 1, 0]",3,-0.5249999999999995,"[2, 2, 0]",0,-0.9725025566948352,-2.2716527330520555,-1.7105675397046172,11,2.8825844961210034,1.9169186899204673,"[{""action"":0,""eligibility"":0.0021995036122005843,""state"":[1,1,0]},{""action"":3,""eligibility"":0.0033075242288730594,""state"":[1,1,0]},{""action"":0,""eligibility"":0.4422249999999999,""state"":[2,1,0]},{""action"":1,""eligibility"":0.1955629506249999,""state"":[2,1,0]},{""action"":2,""eligibility"":0.03824486765715615,""state"":[2,1,0]},{""action"":3,""eligibility"":1.0,""state"":[2,1,0]},{""action"":0,""eligibility"":0.025432836992008837,""state"":[2,2,0]},{""action"":1,""eligibility"":0.6649999999999999,""state"":[2,2,0]},{""action"":2,""eligibility"":0.2940796249999999,""state"":[2,2,0]},{""action"":0,""eligibility"":0.1300493621656249,""state"":[3,1,0]},{""action"":3,""eligibility"":0.08648282584014055,""state"":[3,1,0]}]","[{""action"":0,""eligibility"":0.0014626699021133883,""state"":[1,1,0]},{""action"":3,""eligibility"":0.0021995036122005843,""state"":[1,1,0]},{""action"":0,""eligibility"":0.2940796249999999,""state"":[2,1,0]},{""action"":1,""eligibility"":0.1300493621656249,""state"":[2,1,0]},{""action"":2,""eligibility"":0.025432836992008837,""state"":[2,1,0]},{""action"":3,""eligibility"":0.6649999999999999,""state"":[2,1,0]},{""action"":0,""eligibility"":0.016912836599685874,""state"":[2,2,0]},{""action"":1,""eligibility"":0.4422249999999999,""state"":[2,2,0]},{""action"":2,""eligibility"":0.1955629506249999,""state"":[2,2,0]},{""action"":0,""eligibility"":0.08648282584014055,""state"":[3,1,0]},{""action"":3,""eligibility"":0.05751107918369346,""state"":[3,1,0]}]",0.6649999999999999,0.7
0,17,"[2, 2, 0]",0,-4.7749999999999995,"[2, 2, 0]",3,-2.276873283300191,0.0,-2.4981267166998085,11,2.900005853320781,1.9285038924583193,"[{""action"":0,""eligibility"":0.0014626699021133883,""state"":[1,1,0]},{""action"":3,""eligibility"":0.0021995036122005843,""state"":[1,1,0]},{""action"":0,""eligibility"":0.2940796249999999,""state"":[2,1,0]},{""action"":1,""eligibility"":0.1300493621656249,""state"":[2,1,0]},{""action"":2,""eligibility"":0.025432836992008837,""state"":[2,1,0]},{""action"":3,""eligibility"":0.6649999999999999,""state"":[2,1,0]},{""action"":0,""eligibility"":1.0,""state"":[2,2,0]},{""action"":1,""eligibility"":0.4422249999999999,""state"":[2,2,0]},{""action"":2,""eligibility"":0.1955629506249999,""state"":[2,2,0]},{""action"":0,""eligibility"":0.08648282584014055,""state"":[3,1,0]},{""action"":3,""eligibility"":0.05751107918369346,""state"":[3,1,0]}]","[{""action"":0,""eligibility"":0.0009726754849054032,""state"":[1,1,0]},{""action"":3,""eligibility"":0.0014626699021133883,""state"":[1,1,0]},{""action"":0,""eligibility"":0.1955629506249999,""state"":[2,1,0]},{""action"":1,""eligibility"":0.08648282584014055,""state"":[2,1,0]},{""action"":2,""eligibility"":0.016912836599685874,""state"":[2,1,0]},{""action"":3,""eligibility"":0.4422249999999999,""state"":[2,1,0]},{""action"":0,""eligibility"":0.6649999999999999,""state"":[2,2,0]},{""action"":1,""eligibility"":0.2940796249999999,""state"":[2,2,0]},{""action"":2,""eligibility"":0.1300493621656249,""state"":[2,2,0]},{""action"":0,""eligibility"":0.05751107918369346,""state"":[3,1,0]},{""action"":3,""eligibility"":0.03824486765715615,""state"":[3,1,0]}]",0.6649999999999999,0.7
0,18,"[2, 2, 0]",3,-4.7749999999999995,"[2, 2, 0]",3,0.0,0.0,-4.7749999999999995,12,2.928503892458319,1.947455088484782,"[{""action"":0,""eligibility"":0.0009726754849054032,""state"":[1,1,0]},{""action"":3,""eligibility"":0.0014626699021133883,""state"":[1,1,0]},{""action"":0,""eligibility"":0.1955629506249999,""state"":[2,1,0]},{""action"":1,""eligibility"":0.08648282584014055,""state"":[2,1,0]},{""action"":2,""eligibility"":0.016912836599685874,""state"":[2,1,0]},{""action"":3,""eligibility"":0.4422249999999999,""state"":[2,1,0]},{""action"":0,""eligibility"":0.6649999999999999,""state"":[2,2,0]},{""action"":1,""eligibility"":0.2940796249999999,""state"":[2,2,0]},{""action"":2,""eligibility"":0.1300493621656249,""state"":[2,2,0]},{""action"":3,""eligibility"":1.0,""state"":[2,2,0]},{""action"":0,""eligibility"":0.05751107918369346,""state"":[3,1,0]},{""action"":3,""eligibility"":0.03824486765715615,""state"":[3,1,0]}]","[{""action"":0,""eligibility"":0.000646829197462093,""state"":[1,1,0]},{""action"":3,""eligibility"":0.0009726754849054032,""state"":[1,1,0]},{""action"":0,""eligibility"":0.1300493621656249,""state"":[2,1,0]},{""action"":1,""eligibility"":0.05751107918369346,""state"":[2,1,0]},{""action"":2,""eligibility"":0.011247036338791105,""state"":[2,1,0]},{""action"":3,""eligibility"":0.2940796249999999,""state"":[2,1,0]},{""action"":0,""eligibility"":0.4422249999999999,""state"":[2,2,0]},{""action"":1,""eligibility"":0.1955629506249999,""state"":[2,2,0]},{""action"":2,""eligibility"":0.08648282584014055,""state"":[2,2,0]},{""action"":3,""eligibility"":0.6649999999999999,""state"":[2,2,0]},{""action"":0,""eligibility"":0.03824486765715615,""state"":[3,1,0]},{""action"":3,""eligibility"":0.025432836992008837,""state"":[3,1,0]}]",0.6649999999999999,0.7
0,19,"[2, 2, 0]",3,-0.5374999999999996,"[11, 6, 0]",3,-0.573,0.0,0.03550000000000031,12,2.2824550884847823,1.51783263384238,"[{""action"":0,""eligibility"":0.000646829197462093,""state"":[1,1,0]},{""action"":3,""eligibility"":0.0009726754849054032,""state"":[1,1,0]},{""action"":0,""eligibility"":0.1300493621656249,""state"":[2,1,0]},{""action"":1,""eligibility"":0.05751107918369346,""state"":[2,1,0]},{""action"":2,""eligibility"":0.011247036338791105,""state"":[2,1,0]},{""action"":3,""eligibility"":0.2940796249999999,""state"":[2,1,0]},{""action"":0,""eligibility"":0.4422249999999999,""state"":[2,2,0]},{""action"":1,""eligibility"":0.1955629506249999,""state"":[2,2,0]},{""action"":2,""eligibility"":0.08648282584014055,""state"":[2,2,0]},{""action"":3,""eligibility"":1.0,""state"":[2,2,0]},{""action"":0,""eligibility"":0.03824486765715615,""state"":[3,1,0]},{""action"":3,""eligibility"":0.025432836992008837,""state"":[3,1,0]}]","[{""action"":0,""eligibility"":0.0004301414163122918,""state"":[1,1,0]},{""action"":3,""eligibility"":0.000646829197462093,""state"":[1,1,0]},{""action"":0,""eligibility"":0.08648282584014055,""state"":[2,1,0]},{""action"":1,""eligibility"":0.03824486765715615,""state"":[2,1,0]},{""action"":2,""eligibility"":0.007479279165296083,""state"":[2,1,0]},{""action"":3,""eligibility"":0.1955629506249999,""state"":[2,1,0]},{""action"":0,""eligibility"":0.2940796249999999,""state"":[2,2,0]},{""action"":1,""eligibility"":0.1300493621656249,""state"":[2,2,0]},{""action"":2,""eligibility"":0.05751107918369346,""state"":[2,2,0]},{""action"":3,""eligibility"":0.6649999999999999,""state"":[2,2,0]},{""action"":0,""eligibility"":0.025432836992008837,""state"":[3,1,0]},{""action"":3,""eligibility"":0.016912836599685874,""state"":[3,1,0]}]",0.6649999999999999,0.7
0,20,"[11, 6, 0]",3,-4.7875,"[11, 6, 0]",3,0.0,0.0,-4.7875,13,2.5178326338423798,1.6743587015051822,"[{""action"":0,""eligibility"":0.0004301414163122918,""state"":[1,1,0]},{""action"":3,""eligibility"":0.000646829197462093,""state"":[1,1,0]},{""action"":0,""eligibility"":0.08648282584014055,""state"":[2,1,0]},{""action"":1,""eligibility"":0.03824486765715615,""state"":[2,1,0]},{""action"":2,""eligibility"":0.007479279165296083,""state"":[2,1,0]},{""action"":3,""eligibility"":0.1955629506249999,""state"":[2,1,0]},{""action"":0,""eligibility"":0.2940796249999999,""state"":[2,2,0]},{""action"":1,""eligibility"":0.1300493621656249,""state"":[2,2,0]},{""action"":2,""eligibility"":0.05751107918369346,""state"":[2,2,0]},{""action"":3,""eligibility"":0.6649999999999999,""state"":[2,2,0]},{""action"":0,""eligibility"":0.025432836992008837,""state"":[3,1,0]},{""action"":3,""eligibility"":0.016912836599685874,""state"":[3,1,0]},{""action"":3,""eligibility"":1.0,""state"":[11,6,0]}]","[{""action"":0,""eligibility"":0.00028604404184767404,""state"":[1,1,0]},{""action"":3,""eligibility"":0.0004301414163122918,""state"":[1,1,0]},{""action"":0,""eligibility"":0.05751107918369346,""state"":[2,1,0]},{""action"":1,""eligibility"":0.025432836992008837,""state"":[2,1,0]},{""action"":2,""eligibility"":0.004973720644921895,""state"":[2,1,0]},{""action"":3,""eligibility"":0.1300493621656249,""state"":[2,1,0]},{""action"":0,""eligibility"":0.1955629506249999,""state"":[2,2,0]},{""action"":1,""eligibility"":0.08648282584014055,""state"":[2,2,0]},{""action"":2,""eligibility"":0.03824486765715615,""state"":[2,2,0]},{""action"":3,""eligibility"":0.4422249999999999,""state"":[2,2,0]},{""action"":0,""eligibility"":0.016912836599685874,""state"":[3,1,0]},{""action"":3,""eligibility"":0.011247036338791105,""state"":[3,1,0]},{""action"":3,""eligibility"":0.6649999999999999,""state"":[11,6,0]}]",0.6649999999999999,0.7
0,21,"[11, 6, 0]",3,-4.7875,"[11, 6, 0]",0,-0.5744999999999999,0.0,-4.213,13,2.0093587015051826,1.3362235365009463,"[{""action"":0,""eligibility"":0.00028604404184767404,""state"":[1,1,0]},{""action"":3,""eligibility"":0.0004301414163122918,""state"":[1,1,0]},{""action"":0,""eligibility"":0.05751107918369346,""state"":[2,1,0]},{""action"":1,""eligibility"":0.025432836992008837,""state"":[2,1,0]},{""action"":2,""eligibility"":0.004973720644921895,""state"":[2,1,0]},{""action"":3,""eligibility"":0.1300493621656249,""state"":[2,1,0]},{""action"":0,""eligibility"":0.1955629506249999,""state"":[2,2,0]},{""action"":1,""eligibility"":0.08648282584014055,""state"":[2,2,0]},{""action"":2,""eligibility"":0.03824486765715615,""state"":[2,2,0]},{""action"":3,""eligibility"":0.4422249999999999,""state"":[2,2,0]},{""action"":0,""eligibility"":0.016912836599685874,""state"":[3,1,0]},{""action"":3,""eligibility"":0.011247036338791105,""state"":[3,1,0]},{""action"":3,""eligibility"":1.0,""state"":[11,6,0]}]","[{""action"":0,""eligibility"":0.00019021928782870322,""state"":[1,1,0]},{""action"":3,""eligibility"":0.00028604404184767404,""state"":[1,1,0]},{""action"":0,""eligibility"":0.03824486765715615,""state"":[2,1,0]},{""action"":1,""eligibility"":0.016912836599685874,""state"":[2,1,0]},{""action"":2,""eligibility"":0.0033075242288730594,""state"":[2,1,0]},{""action"":3,""eligibility"":0.08648282584014055,""state"":[2,1,0]},{""action"":0,""eligibility"":0.1300493621656249,""state"":[2,2,0]},{""action"":1,""eligibility"":0.05751107918369346,""state"":[2,2,0]},{""action"":2,""eligibility"":0.025432836992008837,""state"":[2,2,0]},{""action"":3,""eligibility"":0.2940796249999999,""state"":[2,2,0]},{""action"":0,""eligibility"":0.011247036338791105,""state"":[3,1,0]},{""action"":3,""eligibility"":0.007479279165296083,""state"":[3,1,0]},{""action"":3,""eligibility"":0.6649999999999999,""state"":[11,6,0]}]",0.6649999999999999,0.7
